state,name,hs_grad_2016,homeownership_2010,age_under_5_2017,age_over_65_2017,female_2010,black_2017,white_not_hispanic_2017,per_capita_income_2017,median_household_income_2017,density_2010,poverty_2017,unemployment_rate_2016,median_age_2019
Indiana,Vermillion County,89,78.3,5.4,18.8,50.5,0.21,96.82,23413.14,45440,63.1,13.4,6.58,42.9
Indiana,Vigo County,87.7,65.8,5.8,15.1,49.4,3.08,85.84,23665,42030,267.4,19.9,5.38,36.2
Indiana,Wabash County,87.9,78,5,19.5,51.4,0.44,94.53,25460.78,49052,79.7,13.3,4.26,42.3
Indiana,Warren County,91,77.7,5.6,19.3,49.8,0.24,96.47,29433.61,58950,23.3,9.5,4.82,44.4
Indiana,Warrick County,92.8,83.8,5.7,16.1,50.7,0.79,92.8,33531.25,66080,155.1,7.7,4.03,41.2
Indiana,Washington County,85.5,79.2,5.6,16,50.1,0.04,96.91,22761.54,46861,55,13.3,4.56,41.6
Indiana,Wayne County,84.7,68.6,5.9,18.2,51.4,2.57,88.5,24312.7,41813,171.5,18.2,4.78,40.6
Indiana,Wells County,91.2,78,6.4,17.3,50.8,0.41,94.96,25899.6,53038,75.1,11,3.56,40.3
Indiana,White County,89.6,77.6,6.1,18.9,50.8,0.23,89.83,26099.19,51404,48.8,9.8,3.97,42
Indiana,Whitley County,90.2,83.2,5.7,16.8,50.3,0.22,95.75,28396.73,57041,99.2,9.5,3.88,41.8
Iowa,Adair County,93.4,75.8,5.3,21.9,50.4,0.17,96.64,29682.19,49477,13.5,9.5,2.95,45.4
Iowa,Adams County,92.5,79,6,22.3,50.5,0.21,96.8,27744.09,49745,9.5,11.2,2.61,47.3
Iowa,Allamakee County,88.1,79.7,6.2,21.4,49,0.47,91.22,28416,47895,22.4,11.4,4.94,44.4
Iowa,Appanoose County,89.9,74.5,5.8,22.1,51.3,0.29,95.71,24975.55,40377,25.9,17.1,4.72,45.7
Iowa,Audubon County,89.6,79.9,5.3,24.1,51.7,0.3,97.13,32293.75,48750,13.8,11.1,3.29,48.1
Iowa,Benton County,92.8,80.9,5.9,17.2,50,0.34,96.64,32504.03,64061,36.4,8.7,3.6,42.6
Iowa,Black Hawk County,90.8,69,6.3,15.1,51.4,4.44,82.17,28049.79,50916,231.7,15.9,4.62,35.2
Iowa,Boone County,94.4,75.3,6,16.9,49.8,0.2,94.56,30778.88,57906,46,9.4,2.78,41.8
Iowa,Bremer County,95.4,82.1,5.7,18.9,51.1,0.47,95.32,33141.63,65440,55.7,7.7,3.56,39.8
Iowa,Buchanan County,92.3,77.9,6.8,17.1,50.4,0.17,96.38,31070.75,59348,36.7,7.8,4.1,39.1
Iowa,Buena Vista County,78.2,69.3,7.7,14.2,49.9,1.33,61.45,27409.77,52784,35.2,13.7,3.51,35
Iowa,Butler County,91.9,82.2,5.5,21.4,50.6,0.12,96.81,29301.29,53937,25.6,9.4,4.34,43.9
Iowa,Calhoun County,92.3,79.7,6,22.4,51.4,0.89,94.76,29598.59,46302,17,15.3,3.76,44.6
Iowa,Carroll County,93,75,6.2,19.1,51.3,0.74,95.29,29391.77,54563,36.6,10.3,2.55,42
Iowa,Cass County,90.3,71.1,5.5,21.9,51.1,0.14,95.77,26994.88,45637,24.7,15.1,3.26,44.9
Iowa,Cedar County,93.3,79.5,5.2,18.5,50.5,0.36,95.8,30376.99,62555,31.9,5.4,3.31,42.7
Iowa,Cerro Gordo County,93.3,71.6,5.4,20.1,51.2,0.85,91.23,31822.48,50569,77.7,11.3,3.58,44.3
Iowa,Cherokee County,90.7,75.6,5.6,22.7,50.7,0.48,93.99,32750.23,53998,20.9,11.9,3.62,46.3
Iowa,Chickasaw County,90.3,84.5,5.7,19.5,49.7,0.26,96.3,28554.22,50688,24.7,8.9,4.41,44.5
Iowa,Clarke County,90.7,78,6.5,17.2,50.2,0.05,84.62,26431.49,49718,21.5,15.4,3.37,40.5
Iowa,Clay County,93.3,70.6,6.4,20,51,0.23,93.98,28985.97,48978,29.4,11.8,3.85,42.9
Iowa,Clayton County,91,77.3,5.7,21.6,49.9,0.52,96.15,27832.46,51114,23.3,10.4,4.24,47.3
Iowa,Clinton County,91.6,75.2,5.9,18.6,50.8,1.29,91.46,27965.53,50295,70.7,13.1,4.92,42.2
Iowa,Crawford County,78.6,79.5,7.1,16.8,49.2,0.74,67.53,27706.54,51091,23.9,18.5,5.45,38.7
Iowa,Dallas County,95.5,77.6,8,11.3,51.1,0.67,86.2,42397.27,82719,112.4,5.4,2.63,35.4
Iowa,Davis County,86.7,82.7,8.4,17.5,50.4,0.06,97.05,25385.82,52390,17.4,13.7,4.24,36.8
Iowa,Decatur County,87,68.3,5.4,18.4,49.9,0.83,93.15,22546.32,41042,15.9,19.1,3.2,36.4
Iowa,Delaware County,90.7,80.7,6.4,18.2,50,0.14,96.99,30626.32,60534,30.7,9.2,3.45,43.8
Iowa,Des Moines County,92.2,73.5,6.1,19.1,51.4,3.03,88.03,27156.84,47524,96.9,15.3,4.92,42.9
Iowa,Dickinson County,95.6,78.3,4.9,24.3,50.4,0.27,96.14,37302.88,59889,43.8,8.1,4.29,48.4
Iowa,Dubuque County,92.4,74.7,6.3,16.5,50.7,1.45,91.41,30963.22,59150,154,11.9,3.55,38.6
Iowa,Emmet County,89.6,76.6,5.3,19.6,50.1,0.85,87.95,32393.9,47419,26,13.8,4.25,42.9
Iowa,Fayette County,89.8,78.5,5.6,20.9,50,0.67,94.12,27476.82,48412,28.6,12.8,4.43,43.8
Iowa,Floyd County,89.1,74.5,5.3,21.4,51,0.95,92.81,28765.33,48607,32.6,15.6,3.64,44.1
Iowa,Franklin County,88.6,74.1,5.2,20.2,49.6,0.75,85.86,25182.5,48172,18.4,15.6,3.46,42.7
Iowa,Fremont County,92,77.9,5.9,21.5,50.3,0.36,95.3,30632.89,54430,14.6,11,3.28,46.2
Iowa,Greene County,92.8,76.2,5.3,21.3,50.6,0.06,95.06,28620.18,52529,16.4,10,3.12,44.5
Iowa,Grundy County,95.3,80.7,5.6,20,50.6,0.34,97.13,35593.67,65170,24.8,5.8,3.45,42.6
Iowa,Guthrie County,92,79.1,5.2,21.7,50.3,0.17,95.6,30657.74,56306,18.5,10.1,3.59,45.5
Iowa,Hamilton County,92.2,76.7,6.1,19.4,50.3,0.57,89.61,28088.94,55836,27.2,9.4,3.76,42.6
Iowa,Hancock County,92.7,82.6,5.1,21,50.1,0.31,93.79,30134.82,57840,19.9,9.1,2.69,44.2
Iowa,Hardin County,91.7,73.8,5,20.9,50.3,0.76,92.27,29207.89,52207,30.8,8,3.89,44.7
Iowa,Harrison County,91,79.4,5.6,18.8,50.8,0.1,96.51,30134.93,57558,21.4,10.4,3.37,44
Iowa,Henry County,91.9,73.8,5.8,17.7,48.8,1.04,88.6,27988.61,52275,46.4,12.2,3.54,39.7
Iowa,Howard County,88.9,79.5,6.4,20.1,50.4,0.35,96.66,28083.33,51422,20.2,11.6,3.58,41.5
Iowa,Humboldt County,93.2,76,5.8,20.3,50.6,0.09,94.03,30027.68,48847,22.6,13,2.89,42.9
Iowa,Ida County,93.3,75.6,6,21.7,50.1,0.04,95.98,30923.56,51978,16.4,10.3,2.56,43.7
Iowa,Iowa County,92,77.9,6,17.8,50.7,0.4,95.64,30677.02,58077,27.9,9.8,3.1,41.7
Iowa,Jackson County,91.2,78.4,5.8,19.8,50.4,0.28,95.71,28112.28,51806,31.2,12,4.18,44.3
Iowa,Jasper County,92.5,73.4,5.8,18.4,49.1,0.8,94.18,28422.41,56363,50.4,9.1,3.54,42.1
Iowa,Jefferson County,95,72.4,4.9,19.1,46.6,2.93,80.63,26967.92,44516,38.7,15.2,3.65,42.9
Iowa,Johnson County,94.7,60.3,6.2,10.3,50,3.19,79.64,34562.87,59965,213.1,17.7,2.58,30.3
Iowa,Jones County,92,79.2,5.1,19.1,48.1,1.27,94.41,32096.98,58391,35.9,9.1,4.27,43.1
Iowa,Keokuk County,91.3,80.1,6,20.9,50.3,0.07,96.81,27250.22,48399,18.1,11.2,4.28,43.7
Iowa,Kossuth County,94.3,82.2,5.7,22.5,50.4,0.41,95.46,30146.19,54868,16,10,2.62,45.5
Iowa,Lee County,91.8,74.1,5.9,19.1,49.4,1.25,90.97,24508.4,48266,69.3,16.3,6.02,43.1
Iowa,Linn County,94.6,72.9,6.3,14.7,50.8,2.47,87.01,32764.88,62702,294.6,9.5,3.66,37.7
Iowa,Louisa County,82.7,80.1,5.4,16.7,49.1,0.52,78.63,26792.13,54393,28.3,11,3.91,41.9
Iowa,Lucas County,91.8,75.5,5.8,20.9,50.2,0.05,99.13,28071.62,47325,20.7,9.9,3.17,44.2
Iowa,Lyon County,90.7,81.9,7.4,17.4,50.1,0.03,96.07,28828.29,62012,19.7,4.9,2.03,38
Iowa,Madison County,94.4,81.5,6,16.2,50.3,0.15,95.94,31920.9,60077,27.9,7.3,3.53,40.7
Iowa,Mahaska County,91.1,75.1,6.3,17.4,49.7,0.77,93.8,26981.74,50568,39.2,14.4,3.71,39.3
Iowa,Marion County,92.8,76.2,6,17,50.3,0.3,94.78,28893.33,57917,60.1,9.3,3.01,39.4
Iowa,Marshall County,84.7,75,6.9,17.3,49.7,0.53,72.48,25425.59,52752,71,11.2,4.88,38.7
Iowa,Mills County,93.2,82.5,5.5,16.7,49.7,0.4,94.57,31991.41,67949,34.4,9.1,3.63,42.5
Iowa,Mitchell County,91.3,83.2,5.8,21.7,50.7,0.07,96.81,27350.83,53675,23,8.3,2.62,43.6
Iowa,Monona County,90.5,71.5,4.9,24.2,51.1,0.06,95.16,27702.35,41598,13.3,14.9,4.08,46
Iowa,Monroe County,88.2,78.3,5.6,18.9,50.1,0.04,93.49,26384.05,50179,18.4,10.9,4.59,43
Iowa,Montgomery County,89.1,74.4,5.8,20.6,51.5,0,94.15,25509.22,43674,25.3,16.5,3.52,44.2
Iowa,Muscatine County,86.8,77.7,6.4,15.4,50.3,1.02,77.77,27733.33,56398,97.7,10.5,3.8,38.1
Iowa,O'Brien County,92.1,76.9,6,20.5,50.2,0.46,93.16,32937.39,56314,25.1,9.7,2.76,41.9
Iowa,Osceola County,87.6,75.6,6.4,20.3,49.8,0.64,90.37,26971.43,53604,16.2,11.4,2.63,44
Iowa,Page County,88.4,74,5.4,20.6,48.1,1.02,91.56,26839.73,46708,29.8,13.6,5,44.1
Iowa,Palo Alto County,93.6,74.6,6,21.1,50.3,1,94.35,28387.77,50470,16.7,7.1,3.1,41.4
Iowa,Plymouth County,92.1,80.8,6.2,17.8,50.5,0.22,92.79,31051.43,61316,29,9.1,2.55,40
Iowa,Pocahontas County,93.1,80.3,5.4,22.3,50.3,0.9,93.59,28252.8,45969,12.7,13.2,2.85,47.6
Iowa,Polk County,91.8,70.8,7.2,12.1,51,3.23,78.54,33209.49,63530,750.5,11.7,3.46,35.5
Iowa,Pottawattamie County,90,71.3,6.4,16.2,51,0.73,88.29,29063.01,56291,98,11.2,3.39,39.7
Iowa,Poweshiek County,93.5,78.2,5,19.4,51.1,1.03,92.01,30348.18,51456,32.3,10.7,3.43,40.5
Iowa,Ringgold County,90.7,79.2,5.8,23.9,51.4,0.06,96.03,28530.3,50642,9.6,10.9,3.49,44
Iowa,Sac County,91.7,80.8,5.6,22.4,51.1,0.43,95.51,29948.88,53254,18,9.4,3,46.1
Iowa,Scott County,93,70.4,6.6,14.9,51,3.95,80.66,30383.27,57681,360.7,12.3,4.53,38.3
Iowa,Shelby County,91.3,77.8,5.4,22.2,51.2,0.23,95.03,31146.93,55638,20.6,8.7,2.93,46.4
Iowa,Sioux County,89.9,81.3,7.5,14.6,50.1,0.18,87.51,28811.99,66022,43.9,7.9,2.29,33.4
Iowa,Story County,96.4,54.8,4.7,11,48.2,0.96,84.53,30082.76,52671,156.3,22,2.34,26.6
Iowa,Tama County,90.6,77.9,6.2,19.1,50.9,0.3,82.22,27139.68,56110,24.6,11.8,4.17,42.6
Iowa,Taylor County,90.9,80.5,5.4,21.4,50.2,0.16,90.73,27774.45,46825,11.9,11,2.94,42.3
Iowa,Union County,91.9,71.9,5.7,19.3,51.3,0.6,94.47,25576.96,47597,29.6,13.8,3.79,40.3
Iowa,Van Buren County,88.3,78.3,6.2,20.8,49.7,0.29,96.85,24527.89,47197,15.6,14,3.65,45.4
Iowa,Wapello County,86.2,76.5,6.2,16.9,51.1,1.5,83.79,23681.01,43329,82.5,17,5.79,39.6
Iowa,Warren County,95.5,79.1,6,14.9,51.3,0.15,94.7,33605.58,71514,81.1,6.2,3.19,38.3
Iowa,Washington County,90.9,77,6.8,18.4,51,0.48,91.5,28416.73,59157,38.2,9.1,2.92,40.3
Iowa,Wayne County,89.3,79.2,7.1,22.2,51.3,0.34,96.46,23441.42,42434,12.2,15.9,3.76,43.2
Iowa,Webster County,90.6,68.8,5.8,17.3,48.8,2.34,88.1,25813.27,42148,53.1,16.2,3.98,39
Iowa,Winnebago County,91.1,74.7,5.3,20,50.5,0.55,92.26,28532.26,50072,27.1,10.1,3.46,41.8
Iowa,Winneshiek County,94.5,75.5,4.5,18.7,50.4,0.52,95.23,32257.59,60788,30.5,8,3.51,41.5
Iowa,Woodbury County,85.7,68.6,7.3,14.1,50.7,1.62,74.66,25797.25,51350,117.1,14,3.55,35.8
Iowa,Worth County,92.3,80.1,5.6,19.5,50.2,0.56,94.67,26456.65,50880,19,10.1,3.42,43.9
Iowa,Wright County,90,74.4,5.7,21.4,50.3,0.24,86.71,28463.27,48935,22.8,12.6,4.1,43.5
Kansas,Allen County,90.4,78,6.3,19.6,51.2,0.73,90.69,23254.74,43031,26.7,14.2,5.58,41.9
Kansas,Anderson County,90.8,83.9,6.1,21.2,50.5,0.1,95.18,21548.55,40986,14,13.6,4.31,40.8
Kansas,Atchison County,92.6,66.4,5.9,16.6,51.3,1.55,88.42,25662.7,46640,39.3,18.5,6.2,36.6
Kansas,Barber County,92.4,71.2,7.7,21.1,49.6,0.34,92.38,27620.24,52075,4.3,15.9,3.68,43.6
Kansas,Barton County,86.8,74.1,6.4,17.8,50.9,0.69,82.01,26358.05,46070,30.9,15.7,4.48,39.9
Kansas,Bourbon County,90.4,74.7,7.1,18.6,51,1.62,90.49,20580.39,39379,23.9,17.6,4.85,39.1
Kansas,Brown County,93,70,7.4,18.8,51.3,0.55,83.39,24857.68,46964,17.5,13.2,3.62,42.1
Kansas,Butler County,92.8,77.8,6,14,49.6,1.1,89.48,29450.96,62324,46.1,10.8,4.17,38.6
Kansas,Chase County,90.5,81.7,5.7,23.5,49,0.73,91.56,24024.68,42772,3.6,12.6,3.48,44.8
Kansas,Chautauqua County,88,78.6,5.2,25,49.3,0.19,86.66,22948.94,39531,5.7,14.3,5.19,47.9
Kansas,Cherokee County,87.2,79,5.4,18,50.3,0.2,88.58,20466.54,41101,36.8,13.7,4.43,41.3
Kansas,Cheyenne County,94.6,75.3,5.3,26.7,49.6,0,90.25,27481.13,47167,2.7,11.2,2.83,45.6
Kansas,Clark County,90.5,73.6,6.7,21.5,51.5,0.57,83.15,26939.01,46094,2.3,8.9,2.78,45.3
Kansas,Clay County,93.8,73.4,6.3,22.7,50.5,0.33,94.49,30463.14,55434,13.2,9.4,4.07,42.5
Kansas,Cloud County,92,78,6.8,20.5,51.1,0.35,93.32,24914.16,44199,13.3,11.9,4.11,40.8
Kansas,Coffey County,92.7,77,5.3,19.9,50.6,0.38,93.66,32263.16,58662,13.7,11.3,6.19,43.8
Kansas,Comanche County,93.4,82.9,5.5,24.9,51.8,0,90.81,28068.26,51563,2.4,8.1,3.09,48.1
Kansas,Cowley County,89.1,72.2,6.3,17.3,50.1,1.51,80.19,24173.06,46624,32.3,16,4.42,38.8
Kansas,Crawford County,90.2,64.9,5.9,14.9,50.4,1.25,87.36,21068.67,38017,66.4,21.1,4.83,32.5
Kansas,Decatur County,91.9,72.7,5.9,27.2,49.9,0.09,94.71,31445.13,41230,3.3,17.5,3.94,50.6
Kansas,Dickinson County,89.2,73.9,6.5,18.6,50.7,0.45,91.13,24359.09,49663,23.3,11.6,4.43,41.3
Kansas,Doniphan County,90.7,75.2,5.3,17.8,49.6,1.87,90.24,26563.68,50300,20.2,13.7,3.86,41
Kansas,Douglas County,95.1,53.5,5.4,10.8,49.9,2.05,79.14,30301.65,54370,243.1,18.7,3.53,29.8
Kansas,Edwards County,83.2,75.2,5.3,19.7,50.2,0.66,77.22,29972.2,50229,4.9,10.2,3.02,45.7
Kansas,Elk County,90.4,81,5.3,28.3,50.5,0.08,91.05,21391.78,39405,4.5,13.5,4.96,52.3
Kansas,Ellis County,93.3,63,6.5,14.2,50.3,0.47,90.18,29448.74,49562,31.6,16.7,3.09,32.5
Kansas,Ellsworth County,90.8,78.4,5.3,20.3,43.8,1.91,86.1,26755.3,48550,9.1,11.4,3.85,42.1
Kansas,Finney County,72.1,71.8,9,9.9,49.8,1.1,42.58,23301.73,51703,28.2,16.2,3.08,30.8
Kansas,Ford County,71.2,68.3,9.7,10.4,48.4,1.14,40.76,21602.33,49890,30.8,16.2,3.16,32.2
Kansas,Franklin County,91.9,72.1,6,15.9,50.5,0.76,90.98,25699.6,53167,45.5,12.5,4.19,40
Kansas,Geary County,91.3,49.9,12.2,7.8,50.5,8.65,57.23,20830.86,46096,89.3,14.9,5.63,26.4
Kansas,Gove County,91.9,81.2,5.8,26.4,50,0.08,94.6,30479.72,50817,2.5,9,2.41,48.2
Kansas,Graham County,93.8,80.5,5.2,25.7,51.1,2.03,88.83,27237.93,43427,2.9,12.3,4.41,50.4
Kansas,Grant County,70.4,73.1,8.3,11.4,48.9,0,51.78,25801.72,57474,13.6,10,3.58,32.6
Kansas,Gray County,75.8,75.4,7.4,14.7,50.9,0.31,84.29,26119.93,61220,6.9,8.5,2.26,36
Kansas,Greeley County,88.3,73.8,6.2,22,52.3,0.41,74.79,25133.89,47045,1.6,11.5,2.08,42.2
Kansas,Greenwood County,90.2,73.5,4.5,24.4,50.7,0.12,92.39,24854.95,41648,5.9,12.4,4.88,48.6
Kansas,Hamilton County,81.1,74.2,8.3,12.1,49.3,1.64,63.75,19273.6,48160,2.7,9.3,2.68,35.8
Kansas,Harper County,89.4,70.7,6.8,21.5,50.5,0.09,90.34,25742.62,48059,7.5,16.8,3.58,42.4
Kansas,Harvey County,90.7,74,6.5,18.4,51.2,1.01,83.25,27049.4,55687,64.3,11.2,4.23,39.2
Kansas,Haskell County,71,76,7.2,13.8,50,0,69.64,23047.7,53780,7.4,13.3,2.6,36.9
Kansas,Hodgeman County,93.4,80.8,6.3,21.9,50,0,87.95,28862.82,55345,2.2,8.4,2.62,47.6
Kansas,Jackson County,94.6,78.2,6.5,17.8,49.9,0.33,84.28,26204.82,53592,20.5,9.9,3.46,41.2
Kansas,Jefferson County,92.3,85.2,5.2,17.8,49.3,0.28,93.85,28239.67,58935,35.9,8.3,3.89,43.3
Kansas,Jewell County,94.5,76.4,4.6,28.4,48.8,0.19,95.55,24764.93,43125,3.4,14.2,4.28,52.8
Kansas,Johnson County,95.8,71.9,6.6,13.1,51.2,2.3,80.52,42703.13,81121,1149.6,5.6,3.26,37.6
Kansas,Kearny County,77.6,74.1,6.3,13.8,49.2,0.34,65.91,22638.26,51439,4.6,13.2,3.16,34.7
Kansas,Kingman County,91.7,78.9,5.2,21.4,50.4,0.18,93.78,30626.27,57593,9.1,7.6,4.39,45.4
Kansas,Kiowa County,91.7,73.2,6.3,19.9,50.8,0.73,89.18,26359.66,48226,3.5,8.7,2.75,41.6
Kansas,Labette County,87.5,71.5,6.5,18.1,50.5,1.93,85.45,22788.26,45706,33.5,17.8,5.39,41
Kansas,Lane County,93.1,73.4,7.2,20,51.1,0.03,90.42,30352.68,51765,2.4,10.7,3.09,40.7
Kansas,Leavenworth County,91.5,69.4,6.5,13.2,46.9,4.45,79.15,30781.78,70022,164.7,9,4.3,37.8
Kansas,Lincoln County,94.5,81.1,5,22.9,50.1,0.34,95.67,25425.42,48693,4.5,8.4,3.45,46.5
Kansas,Linn County,89,84.9,5.4,21.2,49.9,0.41,93.88,26800.47,46576,16.3,17.4,6.42,44.4
Kansas,Logan County,93.1,76.3,5.8,20.6,50.5,0.02,90.65,28658.05,49926,2.6,8.9,2.55,39.7
Kansas,Lyon County,89,59.5,6,13.8,51.1,1.09,71.57,25058.05,42992,39.8,18.6,4.1,33.4
Kansas,McPherson County,91,76.2,5.9,18.9,50.9,0.52,91.84,31020.18,56946,32.5,7.6,3.15,40.8
Kansas,Marion County,90.1,83.7,5.4,22.6,49.7,0.33,93.21,26822.75,50212,13.4,10.7,3.94,44.5
Kansas,Marshall County,94,76.2,6.2,20.9,50.5,0.14,94.99,28361.74,50420,11.2,8.9,3.02,42.8
Kansas,Meade County,85.6,78.2,6.9,17.3,49.2,0.36,80.23,25350.6,54167,4.7,12.2,2.69,37.9
Kansas,Miami County,94.7,79.9,6,16.5,50.6,0.76,93.07,31400,63501,57,7.7,4.15,42.1
Kansas,Mitchell County,95.4,75.9,6.3,22.7,49.5,0.34,95.57,26816.89,44591,9.1,14.8,3.3,43.1
Kansas,Montgomery County,89,71.8,6.6,18.8,50.9,2.65,80.09,23026.36,43977,55.1,17.5,6.12,40.3
Kansas,Morris County,87.8,77.6,5.1,24,50.1,0.04,92.33,26431.51,50338,8.5,9.8,3.83,46.6
Kansas,Morton County,87.5,71.3,5.7,17.4,51.4,0.41,72.43,22232.55,43813,4.4,8,3.87,40.5
Kansas,Nemaha County,91.5,79.1,7.4,19.6,49.4,0.27,95.58,28737.55,53368,14.2,10.8,2.68,39.9
Kansas,Neosho County,91.4,77.2,6.8,18.5,50.6,0.61,90.57,23533.88,44402,28.9,21.4,7.17,40.2
Kansas,Ness County,91.4,82.6,6.9,24.6,49.8,0.12,88.47,30797.3,48412,2.9,8.9,3.44,50
Kansas,Norton County,86.6,68,5.2,19.7,44.1,1.19,89.45,23825.1,50673,6.5,11.6,2.44,42.7
Kansas,Osage County,91,79,5.8,18.9,50.3,0.36,93.66,27155.46,54186,23.1,12.8,4.41,43.8
Kansas,Osborne County,91.3,78.3,6.1,24.1,50.3,0.23,94.73,27491.39,42173,4.3,15.5,3.4,46.7
Kansas,Ottawa County,94.2,81.8,5.5,18.7,48.4,0.39,94.29,28760.58,51797,8.5,9.7,3.79,43
Kansas,Pawnee County,89.3,70.9,5.2,19.8,44.5,2.59,84.47,27264.38,46224,9.2,7.8,3.3,43
Kansas,Phillips County,93.6,79.8,5.6,21.7,50.5,0.21,94.09,24496.09,46806,6.4,8.1,3.15,44.3
Kansas,Pottawatomie County,95.4,81,8.1,13.4,50.4,0.32,89.86,28047.58,64410,25.7,9.7,3.48,35.4
Kansas,Pratt County,90.6,70.4,7.9,18.2,50.7,0.13,91.53,27213.31,53415,13.1,10.9,4.06,38.5
Kansas,Rawlins County,93.8,74.5,5.3,26.3,50.2,0.2,91.71,28614.15,50893,2.4,8.7,2.39,48.8
Kansas,Reno County,87.6,71.6,5.7,18.4,49.9,1.41,84.72,25680.58,47897,51.4,14,4.4,40.3
Kansas,Republic County,94.1,81.1,5.2,27.2,50.9,0.11,96.17,27656.5,43489,6.9,11.7,2.75,50.7
Kansas,Rice County,88.7,75.5,6.4,17.8,49.8,0.97,84,24597.02,48333,13.9,16.4,3.98,38.9
Kansas,Riley County,95.5,43.7,6,8.3,47.9,3.24,76.9,27928.46,48428,116.6,22,3.39,25.1
Kansas,Rooks County,91.4,77.6,6.4,21.1,51.1,0.35,94.52,25938.1,48352,5.8,11.3,4.72,44.7
Kansas,Rush County,91.3,79.7,5.2,24.5,50.7,0.02,94.26,26486.38,43594,4.6,6.7,3.98,46.6
Kansas,Russell County,90.2,75.3,5.9,23.6,50.6,0.62,93.19,25910.14,48427,7.9,13.8,4.2,49.1
Kansas,Saline County,89.9,67.8,6.7,16.2,50.2,1.55,80.52,27680.5,49728,77.2,12.6,3.73,38.6
Kansas,Scott County,86.3,81.8,6.9,17,49.6,0,79.54,32663.95,62198,6.9,4.3,2.46,39.7
Kansas,Sedgwick County,88.9,66.9,7.4,13.2,50.6,4.52,68.63,27170.93,52841,499.6,14.7,4.65,35.4
Kansas,Seward County,65.4,64.4,9.1,9.5,48.5,2.33,31.61,21155.07,47535,35.9,18.8,4.35,29.4
Kansas,Shawnee County,91.2,66.8,6.6,16.6,51.7,3.95,74.48,28710.74,54667,327.1,13.2,4.01,39.1
Kansas,Sheridan County,91.5,77.7,5.3,22.5,49.1,0.24,93.83,31479.17,56607,2.9,4.8,2.42,44.9
Kansas,Sherman County,91.4,71.9,7.1,19,50,0.16,84.81,26772.09,52030,5.7,16.5,3.3,39.3
Kansas,Smith County,91.6,81.1,5.2,26.9,51,0.19,95.1,28335.78,45357,4.3,13.3,3.2,51.4
Kansas,Stafford County,87.9,80.9,6,20.5,50.2,0.33,83.67,27138.86,47121,5.6,14.5,3.68,44.1
Kansas,Stanton County,81,74.8,7.2,18.6,48.9,0.21,59.18,20085.06,42222,3.3,10.8,2.8,35.3
Kansas,Stevens County,83.3,68.9,8,12.9,50.4,0.04,61.98,24346.18,57500,7.9,16.8,3.95,35.1
Kansas,Sumner County,91.2,77.4,6.2,17.4,50.1,0.48,89.99,25283.13,52695,20.4,11.8,4.24,41.2
Kansas,Thomas County,95.3,65.1,7,16,50.8,0.78,91.21,28611.74,52465,7.4,11.1,2.76,36
Kansas,Trego County,94.2,82.3,4.6,22.7,50.6,0.07,94.55,33357.14,55197,3.4,4.8,4,49.4
Kansas,Wabaunsee County,94.3,83.2,6.5,18.1,49.1,0.16,92.97,25622,58947,8.9,6.1,3.56,43.8
Kansas,Wallace County,89.9,83.4,6.6,20.6,50,0,93.65,27465.15,60000,1.6,10.6,2.67,41.8
Kansas,Washington County,91.2,78.8,6.3,23.9,49.3,0.2,94.33,26915.52,47992,6.5,9.7,3.27,45.4
Kansas,Wichita County,80.9,80,5.7,19.7,48.8,0.35,69.63,27580.75,55109,3.1,4.4,2.32,42.3
Kansas,Wilson County,87,76.2,6.5,20.5,50.9,0.26,92.36,26170.22,44468,16.5,16.8,6,43.7
Kansas,Woodson County,89.8,73.8,5.7,23.3,50,0.55,93.11,22388.46,36493,6.6,20.6,5.75,47.4
Kansas,Wyandotte County,78.1,63.2,8.3,11.5,50.7,11.57,41.57,19463.37,42783,1039,21.4,5.56,33.7
Kentucky,Adair County,76,74.8,5.3,16.9,50.6,1.81,93.44,18449.61,36575,46,21.5,6.89,41.8
Kentucky,Allen County,76.4,74.8,6,16.5,50.9,0.95,95.4,20906.42,40598,58,20,4.39,40.7
Kentucky,Anderson County,88.6,76.3,6.2,14.5,51.1,1.18,94.23,24580.31,51681,106.1,12,4.08,41.4
Kentucky,Ballard County,86.3,83.3,5.2,19.4,50.3,1.95,93.02,24566.67,42988,33.4,18.2,8.94,43.6
Kentucky,Barren County,81.7,70.3,6.4,16.9,51.5,1.95,90.71,20060.71,39658,86.5,22.9,4.68,40.5
Kentucky,Bath County,75.6,80.6,6.7,15.9,50.4,0.52,95.41,19529.1,38763,41.6,24,7.38,40.6
Kentucky,Bell County,68,68.6,6,17.9,51.4,1.66,94.47,14789.54,23558,79.9,38,9.13,41.7
Kentucky,Boone County,92.4,76.4,6.8,12.1,50.5,1.53,88.43,33014.55,72731,482.3,7.6,3.87,37.5
Kentucky,Bourbon County,84,61.4,6,18,51.3,3.61,85.18,26121.31,47886,69,16.6,4.84,41.8
Kentucky,Boyd County,89.2,69.2,5.8,18.3,50.3,1.25,93.26,27168.72,45543,309.9,19.3,8.23,42.3
Kentucky,Boyle County,86.1,69,5.2,17.8,51.3,3.58,85.92,24743.55,43076,157.8,15.5,4.99,40.3
Kentucky,Bracken County,83.2,78.6,6.6,15.3,50.2,0.01,96.43,22209.92,40458,41.3,21.4,6.12,41.4
